	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3
Methionine_Biosynthesis	255497	253686	247312	208755	250242	269735	134108	0	0	0	74886	184813	294871	123569	162232	0	0	0	287970	252140	0	0	0	194123	0	0	137989	115798	211942	137167
Competence_in_Streptococci	9033	7263	7299	4571	8630	8512	5195	0	3677	14	4540	8577	9091	4680	2100	0	0	29	6103	4609	2	0	0	8969	0	0	10315	4904	5820	9912
At5g63420	111711	119016	109524	106534	111664	132311	90208	0	109160	0	86456	136472	158191	0	98412	0	0	0	116560	112060	0	0	0	88333	0	0	0	71775	104558	57859
Quorum-sensing_in_Vibrio	6656	6233	6224	5817	5783	6765	5002	2346	5698	1597	5847	6682	9935	4025	4125	2092	1681	3026	6423	5913	1516	2251	0	5423	0	0	3781	4544	5794	3686
Vibrio_Polysaccharide_(VPS)_Biosynthesis	21061	19105	20864	21269	18450	12207	9957	0	0	0	9152	13530	16515	6597	8910	0	0	0	16632	24417	0	0	0	8284	0	0	14900	7225	17075	14132
Formate_dehydrogenase	16057	27321	27054	16147	22339	21591	8047	0	15282	177	12798	17801	29712	9252	23743	0	1964	0	22963	18393	0	42	0	21030	131	0	8462	10862	12755	8577
DNA_structural_proteins,_bacterial	19413	30957	31211	18066	34661	33048	7190	0	16597	1548	10147	17902	33217	10656	22689	0	1804	0	26981	19906	0	0	0	22537	0	0	10718	12980	15653	10460
CBSS-393121.3.peg.2760	101220	103895	98273	85352	100094	108251	77207	53199	84294	0	77455	115094	137450	47526	69713	0	0	69362	113487	89386	0	0	0	71644	0	0	57920	62268	85026	54468
tRNA_aminoacylation,_Asp_and_Asn	89021	78138	70776	79439	80532	90756	80432	30582	80697	25714	66429	101052	137789	56283	71632	32454	28964	35499	89856	87254	19787	26016	26550	58447	19599	26316	60393	65145	73011	59449
tRNA_aminoacylation,_Glu_and_Gln	73772	68412	63718	68522	65918	79339	72336	0	75805	24030	57063	86199	123995	48186	64899	30172	25476	31966	75461	74520	18972	0	21475	55034	19113	0	50796	57604	62864	50663
RNA_modification_and_chromosome_partitioning_cluster	64120	64139	57095	52683	60374	71182	29329	0	0	0	31037	64119	80822	37132	45639	0	0	0	72379	54355	0	0	0	32855	0	0	43936	26005	61596	37256
Flagellum	23631	22844	24987	22388	21558	24179	23999	0	21519	0	0	35171	43134	14105	23202	0	0	0	22828	24435	0	0	0	19417	0	0	17129	20474	19976	16777
Single-Rhodanese-domain_proteins	3219	3769	2891	2668	2950	3354	3660	0	1689	9	0	4356	5551	2716	2906	0	240	23	3419	2526	0	0	2	3209	17	0	2547	2508	2632	2394
HtrA_and_Sec_secretion	101724	98793	86442	71756	104139	108015	84505	0	0	0	55382	85477	151282	48367	75351	0	0	0	108089	77441	0	0	0	67101	0	0	66125	69668	85492	64476
Transcription_factors_cyanobacterial_RpoD-like_sigma_factors	23635	22847	23021	22391	21560	24186	24004	0	21522	0	0	35176	43138	14108	23202	0	0	0	22833	24449	0	0	0	19417	0	0	17138	20476	19977	16785
Transcription_initiation,_bacterial_sigma_factors	34317	37164	37065	33335	34883	38787	33608	0	30187	0	0	0	0	17469	35201	0	0	0	34951	36520	0	0	0	30827	0	0	0	26339	29427	0
Universal_stress_protein_family	3055	4985	5220	3025	5148	5045	971	0	2622	57	2122	2580	5760	2036	3952	4	581	3	4193	3499	0	27	0	4443	29	0	1996	2250	2454	1931
Serine_Biosynthesis	29437	41650	41872	27376	39064	45459	21241	0	29988	22973	21021	31888	39269	17654	20588	0	25233	0	45666	28276	0	0	0	27100	0	0	16106	17886	33884	15652
Cysteine_Biosynthesis	46691	45436	48367	38901	34882	48265	53396	0	46691	0	22866	53563	94362	29483	40362	0	0	0	35983	43027	0	0	0	50356	0	0	23974	28885	42021	22613
L-fucose_utilization_temp	0	0	0	0	0	0	0	0	0	39882	0	0	0	0	0	43126	38792	36487	0	0	39539	37436	0	0	34261	30849	0	0	0	0
Proteolysis_in_bacteria,_ATP-dependent	173029	168211	155181	159177	162680	186045	167365	0	160749	0	172301	249832	306560	97939	166358	0	87276	113356	180774	160569	0	0	0	136311	0	0	110903	138140	152908	116046
MukBEF_Chromosome_Condensation	16215	28048	28710	17104	33248	31669	5516	21	15267	574	10147	16961	30526	9894	21245	0	1142	0	24045	18882	6	0	0	21003	0	0	9238	12149	13100	8933
Propanediol_utilization	28488	24037	20050	22850	28401	30930	2619	0	30307	0	9499	9643	43585	11570	4897	0	0	0	31592	24492	0	0	0	19491	0	0	20307	6509	23706	9422
Succinate_dehydrogenase	31468	40373	36456	30453	34313	41063	41644	0	40159	0	41271	64211	78408	17506	46648	0	21138	0	36866	33893	0	0	0	33399	0	0	27755	34897	28672	25571
D-Alanyl_Lipoteichoic_Acid_Biosynthesis	15119	13200	11513	10858	13604	13374	5260	0	0	0	6313	8045	0	0	0	0	0	0	14933	11254	0	0	0	8759	0	0	7237	4537	11729	7198
Formate_hydrogenase	35252	59523	76482	43773	56942	52225	0	40	34626	203	0	0	48217	18082	38408	0	4381	3	47600	45395	9	62	0	37847	55	0	20639	0	28936	20516
Inositol_catabolism	24036	20912	9101	32441	46028	44659	0	0	19124	0	5635	0	0	15957	0	0	1022	0	33268	11391	0	0	0	0	0	0	113	7387	20022	105
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	48388	71151	55988	38287	72426	84389	46928	0	49564	0	38777	50468	114708	25628	54530	0	0	0	67948	51911	0	0	0	50498	0	0	25033	37971	47380	24109
Redox-dependent_regulation_of_nucleus_processes	42440	38493	34583	39023	45165	42654	40223	0	40435	0	24866	56243	67518	27366	34315	0	20920	24764	40993	39583	14658	0	0	34553	0	0	24031	30553	36811	23409
Sucrose_utilization	32489	34279	30455	28334	42003	35587	11480	0	21945	0	1031	10446	20746	20318	14054	0	0	0	0	28862	0	0	0	0	0	0	0	5289	26628	0
tRNA_aminoacylation,_Thr	35659	32228	29475	32584	33674	37953	36803	0	33119	0	36399	56225	64990	21999	33061	0	16238	22524	36281	35464	12035	0	0	26498	11279	0	28758	31239	30013	28174
tRNA_aminoacylation,_Tyr	23965	22437	21079	21911	20334	24155	22070	0	22264	10407	23895	33581	40871	15126	20962	12875	0	14183	24528	22477	8886	0	0	17576	0	0	18872	19723	19924	18193
C_jejuni_colonization_of_chick_caeca	21802	19756	24152	20804	19724	22298	2309	0	23762	0	0	5966	33912	12851	3490	0	0	0	22282	22150	0	0	0	16339	0	0	15713	0	19506	4538
tRNA_aminoacylation,_Leu	50988	48638	42298	45550	45383	53130	46162	0	48444	21602	47821	74069	82744	28876	43229	0	0	32063	54487	49478	20107	0	0	35330	19634	0	37261	40660	43037	36828
The_Chv_regulatory_system_of_Alphaproteobacteria	9093	6915	0	6739	7378	7412	3476	0	5787	0	0	4741	0	5572	3149	0	0	0	8169	6419	0	0	0	0	0	0	0	0	8274	2545
Zinc_regulated_enzymes	76544	69069	62528	60853	56462	75466	52491	0	0	0	30812	66174	101534	32107	47145	0	0	0	79009	48257	0	0	0	54717	0	0	37059	36610	73992	36240
Divergent_RNA_modification_related_clusters	3523	3377	2964	2898	2989	2779	1931	0	1481	0	1932	0	3410	2547	1360	0	0	0	4522	2580	0	0	0	0	0	0	0	0	2740	0
TCA_Cycle	160488	160269	158910	138703	131951	171516	234644	0	169783	0	146897	242147	424433	95441	215317	0	0	0	128637	129689	0	0	0	183133	0	0	107787	143038	144985	106350
