	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	BH_p
De_Novo_Pyrimidine_Synthesis	158872	138599	131559	137046	123053	153352	107143	0	0	0	100725	146118	201469	80959	86476	0	0	0	156346	118780	0	0	0	123453	0	0	88267	85967	136147	87983	88125	78743.8	65923.2330870405	78.8651281252358	1.23584020162976e-09	9.36766872835356e-07	1.08926380562251e-08
pyrimidine_conversions	145513	146944	131246	124157	173545	178041	69481	0	119746	0	64941	119124	217453	78437	90784	0	0	0	179076	119992	0	0	0	105606	0	0	80787	69052	120758	80167	80477	80495	67470.9440901326	78.1421640517433	1.36055459040164e-09	1.03130037952444e-06	1.18540273508557e-08
A_Gammaproteobacteria_Cluster_Relating_to_Translation	53332	52978	48845	49439	58494	58845	48371	22579	50977	20318	48389	70672	84742	31023	45086	0	21451	28135	57827	51400	0	0	0	37649	0	0	38991	40036	46511	38337	42561	36814.2333333333	23112.4589400181	77.9711952056232	1.39197753190312e-09	1.05511896918257e-06	1.19899882861655e-08
tRNA_aminoacylation,_Pro	34517	33418	29936	31725	31700	36958	29320	0	32689	12229	30977	44593	53631	21245	27492	0	12725	17493	36653	33385	9531	0	0	24842	8878	0	21659	24810	29329	21664	26167	23046.6333333333	14243.4605478501	77.0435148076069	1.57660482766431e-09	1.19506645936954e-06	1.34277130266241e-08
Translation_termination_factors_bacterial	98689	106538	98144	81938	99400	117107	69934	0	93060	0	71400	104853	141766	48960	76418	0	0	70532	102277	84037	0	0	0	79001	0	0	51259	57130	93963	50311	70966	59890.5666666667	44486.2135805778	75.5759603787718	1.92438067592519e-09	1.4586805523513e-06	1.62075616927922e-08
CBSS-306254.1.peg.1508	15238	12335	12561	11792	9265	13610	19202	0	13690	0	18516	23323	31488	8837	14736	0	0	0	12421	11971	0	0	0	13814	0	0	10479	13289	13407	10863	11881.5	9694.56666666667	8168.39673072842	75.1606252044541	2.03712235148647e-09	1.54413874242675e-06	1.69106360535534e-08
Bacterial_signal_recognition_particle_(SRP)	43765	41344	38027	39051	37799	45172	40807	0	39945	0	24635	0	70288	25982	36668	0	0	0	44068	41295	0	0	0	31729	0	0	26425	31943	37594	26272	29077	24093.6333333333	20302.6910352966	75.1059677175666	2.05247825452099e-09	1.55577851692691e-06	1.69106360535534e-08
tRNA_aminoacylation,_Glu_and_Gln	73772	68412	63718	68522	65918	79339	72336	0	75805	24030	57063	86199	123995	48186	64899	30172	25476	31966	75461	74520	18972	0	21475	55034	19113	0	50796	57604	62864	50663	57333.5	51543.6666666667	29022.8693765895	74.8052145904944	2.13922371701779e-09	1.62153157749949e-06	1.7435823413973e-08
At5g04520_AT1G06240	65315	69208	63205	62883	65313	75522	45288	0	0	0	43021	60301	82689	35915	41261	0	0	0	69920	62003	0	0	0	54706	0	0	32501	37607	56202	33798	39434	35221.9333333333	29724.0799746641	74.2935125443248	2.29597197545958e-09	1.74034675739836e-06	1.85143272063656e-08
tRNA_aminoacylation,_Asp_and_Asn	89021	78138	70776	79439	80532	90756	80432	30582	80697	25714	66429	101052	137789	56283	71632	32454	28964	35499	89856	87254	19787	26016	26550	58447	19599	26316	60393	65145	73011	59449	65787	61600.4	29114.7206049354	73.5510433892453	2.54568981450464e-09	1.92963287939452e-06	2.03119250462581e-08
Tellurite_resistance:_Chromosomal_determinants	5892	6717	6079	4974	8892	6742	3268	17	4351	92	3533	3977	8215	3942	4413	5	296	0	6067	5299	0	17	0	5377	19	0	2325	2700	6447	2333	3737.5	3399.63333333333	2836.5525516304	73.3065602152456	2.63416624121612e-09	1.99669801084182e-06	2.07989376129356e-08
Single-Rhodanese-domain_proteins	3219	3769	2891	2668	2950	3354	3660	0	1689	9	0	4356	5551	2716	2906	0	240	23	3419	2526	0	0	2	3209	17	0	2547	2508	2632	2394	2536.5	1975.16666666667	1647.12127316289	72.7316764984284	2.85546496614525e-09	2.1644424443381e-06	2.23138396323515e-08
Flagellum	23631	22844	24987	22388	21558	24179	23999	0	21519	0	0	35171	43134	14105	23202	0	0	0	22828	24435	0	0	0	19417	0	0	17129	20474	19976	16777	19696.5	14725.1	12474.1197225185	72.271734820844	3.04686056072012e-09	2.30952030502585e-06	2.35665337247536e-08
Transcription_factors_cyanobacterial_RpoD-like_sigma_factors	23635	22847	23021	22391	21560	24186	24004	0	21522	0	0	35176	43138	14108	23202	0	0	0	22833	24449	0	0	0	19417	0	0	17138	20476	19977	16785	19697	14662.1666666667	12425.298098369	72.0850130749344	3.12844528849302e-09	2.37136152867771e-06	2.39531467543203e-08
Cysteine_Biosynthesis	46691	45436	48367	38901	34882	48265	53396	0	46691	0	22866	53563	94362	29483	40362	0	0	0	35983	43027	0	0	0	50356	0	0	23974	28885	42021	22613	32182.5	28337.4666666667	24030.6041707069	71.7364211080631	3.28708957694092e-09	2.49161389932122e-06	2.49161389932122e-08
L-fucose_utilization_temp	0	0	0	0	0	0	0	0	0	39882	0	0	0	0	0	43126	38792	36487	0	0	39539	37436	0	0	34261	30849	0	0	0	0	0	10012.4	16988.1958604527	71.5305244421378	3.38482650307555e-09	2.56569848933127e-06	2.54029553399135e-08
HtrA_and_Sec_secretion	101724	98793	86442	71756	104139	108015	84505	0	0	0	55382	85477	151282	48367	75351	0	0	0	108089	77441	0	0	0	67101	0	0	66125	69668	85492	64476	66613	53654.1666666667	45550.6858399356	71.1663295259869	3.56541574620152e-09	2.70258513562075e-06	2.63327829195374e-08
Quorum-sensing_in_Vibrio	6656	6233	6224	5817	5783	6765	5002	2346	5698	1597	5847	6682	9935	4025	4125	2092	1681	3026	6423	5913	1516	2251	0	5423	0	0	3781	4544	5794	3686	4773	4295.5	2415.09513984082	71.1412982631458	3.57820137297144e-09	2.71227664071235e-06	2.63327829195374e-08
Methanogenesis_strays	5772	3449	2257	4230	5089	4790	2373	0	3523	0	3713	4503	3994	2965	1628	0	0	0	5479	4494	0	0	0	645	0	0	2538	3318	4401	2405	2471.5	2385.53333333333	2026.13998109422	70.943503126072	3.68097755800006e-09	2.79018098896405e-06	2.6696568002854e-08
CBSS-257314.1.peg.676	36648	30977	28534	32720	41499	27372	27678	10058	26050	8914	22993	38504	39004	12987	22261	10755	12741	12613	38771	28591	6489	8554	9264	23313	0	9523	31251	19514	30544	30373	24681.5	22616.5	11658.3470341625	70.9111765992325	3.69807340408928e-09	2.80313964029967e-06	2.6696568002854e-08
Proteolysis_in_bacteria,_ATP-dependent	173029	168211	155181	159177	162680	186045	167365	0	160749	0	172301	249832	306560	97939	166358	0	87276	113356	180774	160569	0	0	0	136311	0	0	110903	138140	152908	116046	145524	117390.333333333	82682.3880818614	70.8338312411521	3.73932374908765e-09	2.83440740180844e-06	2.67396924698909e-08
Glycogen_metabolism	138171	132669	105725	122162	136560	151873	76229	0	87880	0	101853	144425	171862	74797	81551	0	72260	0	153075	127994	53727	0	0	100601	0	0	67227	79653	112387	66577	80602	78641.9333333333	56167.7311347271	70.2854238806665	4.04633313193448e-09	3.06712051400633e-06	2.86646777009938e-08
Tryptophan_catabolism	17293	13815	13143	14220	12750	15698	12221	6153	12443	2972	10004	12724	18717	11698	5721	0	5262	5805	13180	14138	0	0	0	13859	0	0	6942	7733	15122	6674	10851	8942.9	5917.79674372143	67.8991907476888	5.73419282005103e-09	4.34651815759868e-06	4.0245538496284e-08
CBSS-56780.10.peg.1536	30737	30083	26729	27128	27439	28220	9431	0	24070	0	9835	13672	16098	14707	16882	0	0	0	30842	28857	0	0	0	23215	0	0	15011	6548	26479	14725	14716	14023.6	11992.8258313331	67.6427706693364	5.95621420703376e-09	4.51481036893159e-06	4.14202786140513e-08
Nucleoside_Catabolism_cluster	51472	49336	54935	47774	61517	51976	16569	0	43747	0	15120	37355	46026	22569	24670	0	0	0	57093	44917	0	0	0	23835	0	0	28369	22320	42207	24959	24252.5	25558.8666666667	21871.9756715006	67.3412952144582	6.22909401867108e-09	4.72165326615268e-06	4.2924120601388e-08
CBSS-176279.3.peg.1262	1234	1165	1034	1040	1311	1276	495	0	672	0	0	885	1095	958	443	0	0	6	1438	1018	0	0	0	953	0	0	796	562	967	730	701	602.6	515.503276018889	67.0378028643141	6.51737938048354e-09	4.94017357040652e-06	4.45060682018606e-08
Experimental-yggC	8305	9026	8288	8477	9635	9888	4787	0	7664	0	6028	0	10647	4702	7179	0	900	0	10608	8332	0	0	0	5942	15	0	4379	5177	6606	4216	4982	4693.36666666667	3944.53819230778	66.5926954917586	6.96634839983496e-09	5.2804920870749e-06	4.71472507774544e-08
Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP	136016	132957	125619	132346	123110	142508	98464	0	137054	0	42821	126035	196100	70517	96434	0	87779	0	147498	133301	0	0	0	85751	0	0	69798	92062	117277	68190	89920.5	78721.2333333333	59967.2542445736	66.4833362572954	7.08165581125659e-09	5.3678951049325e-06	4.75034965038274e-08
Cell_envelope-associated_LytR-CpsA-Psr_transcriptional_attenuators	5302	5044	4472	4044	4918	4835	2176	0	2607	0	3044	3543	4198	3989	2306	0	0	0	6158	4114	0	0	0	0	0	0	3272	1913	4114	3131	2825.5	2439.33333333333	2093.5223302192	66.032811205177	7.57871396003552e-09	5.74466518170693e-06	5.03917998395344e-08
Extracellular_Polysaccharide_Biosynthesis_of_Streptococci	5726	6838	5756	3888	5546	5383	2807	268	2868	58	2961	3374	3855	5010	2529	100	76	231	8942	3172	22	138	111	4656	19	162	3252	2306	5312	4104	3066.5	2982.33333333333	2464.69723024586	64.8170927557441	9.11626966089824e-09	6.91013240296087e-06	6.00881078518336e-08
Succinate_dehydrogenase	31468	40373	36456	30453	34313	41063	41644	0	40159	0	41271	64211	78408	17506	46648	0	21138	0	36866	33893	0	0	0	33399	0	0	27755	34897	28672	25571	30960.5	26205.4666666667	20741.6531042936	64.6584306818555	9.34040546926908e-09	7.08002734570596e-06	6.10347184974652e-08
tRNA_aminoacylation,_Tyr	23965	22437	21079	21911	20334	24155	22070	0	22264	10407	23895	33581	40871	15126	20962	12875	0	14183	24528	22477	8886	0	0	17576	0	0	18872	19723	19924	18193	19823.5	16676.4666666667	10370.8225515338	64.5002132844807	9.56980489600989e-09	7.2539121111755e-06	6.19992488134658e-08
CBSS-393121.3.peg.2760	101220	103895	98273	85352	100094	108251	77207	53199	84294	0	77455	115094	137450	47526	69713	0	0	69362	113487	89386	0	0	0	71644	0	0	57920	62268	85026	54468	70678.5	62086.1333333333	42940.8331060737	64.2636145681827	9.92418850792834e-09	7.52253488900968e-06	6.37502956695736e-08
tRNA_aminoacylation,_Leu	50988	48638	42298	45550	45383	53130	46162	0	48444	21602	47821	74069	82744	28876	43229	0	0	32063	54487	49478	20107	0	0	35330	19634	0	37261	40660	43037	36828	41479	34927.3	22060.981363031	64.038762393276	1.02740389584233e-08	7.78772153048486e-06	6.4957948219736e-08
Redox-dependent_regulation_of_nucleus_processes	42440	38493	34583	39023	45165	42654	40223	0	40435	0	24866	56243	67518	27366	34315	0	20920	24764	40993	39583	14658	0	0	34553	0	0	24031	30553	36811	23409	32434	27453.3	18467.9196448963	64.0327456505461	1.02835801930981e-08	7.79495378636832e-06	6.4957948219736e-08
Transcription_factors_bacterial	121512	114290	105216	88302	105022	121796	63283	0	86654	0	69932	92226	182281	0	94342	0	0	0	119929	102117	0	0	0	97510	0	0	63421	51984	102971	62984	66676.5	61525.7333333333	53060.3420943346	63.9393400907007	1.04329254205429e-08	7.90815746877152e-06	6.53566732956324e-08
Biphenyl_Degradation	17293	13815	13143	14220	12750	15698	12221	6153	12443	2972	10004	12724	20291	11698	5721	0	5404	5805	13180	14138	0	0	0	14526	0	0	6942	7733	15122	6674	10851	9022.33333333333	6030.45157189074	63.7217626296315	1.07898982374243e-08	8.17874286396766e-06	6.70388759341611e-08
tRNA_aminoacylation,_Thr	35659	32228	29475	32584	33674	37953	36803	0	33119	0	36399	56225	64990	21999	33061	0	16238	22524	36281	35464	12035	0	0	26498	11279	0	28758	31239	30013	28174	29744	25422.4	16589.2903479406	63.4793406200186	1.12031125521287e-08	8.49195931451353e-06	6.87556139227712e-08
Formate_dehydrogenase	16057	27321	27054	16147	22339	21591	8047	0	15282	177	12798	17801	29712	9252	23743	0	1964	0	22963	18393	0	42	0	21030	131	0	8462	10862	12755	8577	11808.5	11750	9946.30474095782	63.4124255300777	1.13201349946799e-08	8.58066232596738e-06	6.87556139227712e-08
Glycogen_metabolism_cluster	112621	107586	82446	101330	110043	126606	64628	0	73197	0	85531	125060	145152	57524	67300	0	61868	0	126645	105258	45072	0	0	77637	0	0	52622	67100	93051	51948	67200	64674.1666666667	46613.0078434405	63.4020897993274	1.13383268342301e-08	8.5944517403464e-06	6.87556139227712e-08
Proline_Synthesis	31934	35333	37546	33105	30608	36315	15933	0	24537	0	17361	23866	29858	15317	18102	0	0	0	35811	35719	0	0	0	24165	0	0	20281	12138	27927	0	17731.5	16861.8666666667	14575.953607494	62.9676963030868	1.21319621444362e-08	9.19602730548263e-06	7.29843436943066e-08
Cinnamic_Acid_Degradation	17293	13815	13143	14220	12750	15698	12221	6157	12443	2972	10004	12724	18717	11698	5721	0	6545	5805	13180	14138	0	2193	0	13859	1281	0	6942	7733	15122	6674	10851	9101.6	5727.51133655315	61.7843912060532	1.46117036486607e-08	1.10756713656848e-05	8.69258205600153e-08
RNA_modification_and_chromosome_partitioning_cluster	64120	64139	57095	52683	60374	71182	29329	0	0	0	31037	64119	80822	37132	45639	0	0	0	72379	54355	0	0	0	32855	0	0	43936	26005	61596	37256	34993.5	32868.4333333333	28498.2635317134	61.7554549096656	1.46787665325619e-08	1.1126505031682e-05	8.69258205600153e-08
Glycine_and_Serine_Utilization	107592	108858	96246	84512	97470	123425	70182	0	107786	0	55176	80747	132269	57369	53252	0	79964	0	115493	88899	0	0	0	81117	0	0	47849	65083	102423	47133	67632.5	60094.8333333333	45260.6221048285	60.9829147129423	1.65969147062001e-08	1.25804613472997e-05	9.75229561806179e-08
5-FCL-like_protein	227911	220593	198999	192745	212583	245539	210284	0	205294	0	151536	0	0	122644	198128	0	0	0	239044	202447	0	0	0	195029	0	0	126548	150977	209619	123787	138762.5	114456.9	99600.0169184828	60.3445959823945	1.8384682243594e-08	1.39355891406442e-05	1.07196839543417e-07
tRNA_aminoacylation,_Val	51532	50940	46469	47461	48577	58809	49554	24417	50497	20247	50948	77774	89136	31418	46992	0	21891	28992	55839	51034	15934	0	0	38790	15821	0	38102	42919	45351	36803	44135	37874.9	21970.2898107641	58.823934305176	2.35306114896464e-08	1.7836203509152e-05	1.36154225260702e-07
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	48388	71151	55988	38287	72426	84389	46928	0	49564	0	38777	50468	114708	25628	54530	0	0	0	67948	51911	0	0	0	50498	0	0	25033	37971	47380	24109	38532	35202.7333333333	30765.2395944798	58.744569491277	2.38385277113835e-08	1.80696040052287e-05	1.36890939433551e-07
Methionine_Biosynthesis	255497	253686	247312	208755	250242	269735	134108	0	0	0	74886	184813	294871	123569	162232	0	0	0	287970	252140	0	0	0	194123	0	0	137989	115798	211942	137167	135637.5	126561.166666667	110777.636574226	58.1893950590455	2.61170554586773e-08	1.97967280376774e-05	1.48847579230657e-07
Zinc_regulated_enzymes	76544	69069	62528	60853	56462	75466	52491	0	0	0	30812	66174	101534	32107	47145	0	0	0	79009	48257	0	0	0	54717	0	0	37059	36610	73992	36240	36834.5	36568.9666666667	32012.9369285599	58.1389458432038	2.63353865524693e-08	1.99622230067717e-05	1.48971813483371e-07
At5g63420	111711	119016	109524	106534	111664	132311	90208	0	109160	0	86456	136472	158191	0	98412	0	0	0	116560	112060	0	0	0	88333	0	0	0	71775	104558	57859	87394.5	64026.8	56085.3128929798	57.9135655107712	2.73349478871307e-08	2.07198904984451e-05	1.53480670358852e-07
Gram-Positive_Extracellular_Nucleases	2954	2635	2600	2057	1913	1893	904	0	986	0	1796	1373	1316	2226	901	0	0	24	3270	1378	0	0	0	1773	0	0	1160	662	2185	1177	1168.5	1172.76666666667	1029.23365141031	56.5461459487828	3.43412619060048e-08	2.60306765247516e-05	1.91402033270232e-07
Streptococcus_pneumoniae_Vancomycin_Tolerance_Locus	5664	6761	4413	4894	7652	7595	3212	474	3234	393	2153	5501	6202	4428	353	74	883	629	5006	3231	186	193	205	5888	468	159	6487	3234	4319	6452	3234	3344.76666666667	2630.1158579874	55.1562468874721	4.34748426838506e-08	3.29539307543587e-05	2.39138954293858e-07
Universal_stress_protein_family	3055	4985	5220	3025	5148	5045	971	0	2622	57	2122	2580	5760	2036	3952	4	581	3	4193	3499	0	27	0	4443	29	0	1996	2250	2454	1931	2186	2266.26666666667	1939.42554476272	55.147875432069	4.35371710983542e-08	3.30011756925525e-05	2.39138954293858e-07
TCA_Cycle	160488	160269	158910	138703	131951	171516	234644	0	169783	0	146897	242147	424433	95441	215317	0	0	0	128637	129689	0	0	0	183133	0	0	107787	143038	144985	106350	130820	113137.266666667	99963.107061084	54.9776843784058	4.48252947181329e-08	3.39775733963447e-05	2.44442974074422e-07
Glutathionylspermidine_and_Trypanothione	9365	14644	13023	9315	15618	15150	3232	70	7732	136	4264	8664	13700	5395	10381	0	1023	0	13811	10413	0	29	0	9734	64	0	4949	5782	7693	4963	5588.5	6305	5458.76854244618	54.6949768080521	4.70561836169008e-08	3.56685871816108e-05	2.54775622725791e-07
Unknown_oligosaccharide_utilization_Sde_1396	4	6	2	0	0	0	0	4121	0	2519	0	0	0	0	0	1882	2193	4271	0	0	2993	2555	2872	0	0	0	0	0	0	0	0	780.6	1381.84084117702	54.1629949027927	5.15834319497094e-08	3.91002414178797e-05	2.77306676722551e-07
Proteasome_bacterial	82106	80702	80162	75574	80061	87935	68198	37979	76623	31665	72524	105445	134517	46866	79377	38054	33039	43324	87844	78995	24569	32109	31549	64363	24695	31330	57174	64086	68342	56404	66280.5	62520.3666666667	26374.4956473868	53.2577507221125	6.03958283894574e-08	4.57800379192087e-05	3.22394633233864e-07
CBSS-176279.3.peg.868	26257	24148	21612	24539	26897	26403	22289	10652	23495	9914	23999	35324	41122	16069	21323	11866	10135	13291	26575	25118	10586	0	9435	17827	0	9149	17905	19357	22529	17842	20340	18855.2666666667	9221.44622113014	52.4373103430209	6.97855942290302e-08	5.28974804256049e-05	3.69912450528706e-07
Trehalose_Uptake_and_Utilization	12946	11562	12096	10299	8859	13148	20132	0	13082	0	7911	19248	25432	8711	8792	0	6511	0	10963	8285	0	0	0	20684	0	0	11281	6813	14307	8794	8793	8661.86666666667	7139.98045362597	52.2521123471004	7.21145848306429e-08	5.46628553016273e-05	3.79603161816856e-07
Deoxyribose_and_Deoxynucleoside_Catabolism	35687	39297	44774	35523	48595	42799	9430	0	24786	0	7265	26793	31543	17752	16623	0	0	0	45255	32429	0	0	0	18461	0	0	21268	15939	28588	20960	18106.5	18792.2333333333	16760.9675131885	52.0474259644625	7.47859535314513e-08	5.66877527768401e-05	3.90950019150621e-07
CytR_regulation	1909	3340	3063	2007	3132	3003	782	0	1278	0	1299	1774	3813	1087	2729	0	516	0	2543	1851	0	0	0	2674	0	0	1283	1366	1565	1274	1291	1409.6	1211.57291894918	51.9590875076153	7.59714590451105e-08	5.75863659561937e-05	3.94427164083519e-07
Phosphoenolpyruvate_phosphomutase	0	0	0	0	0	0	0	5081	0	4956	0	0	0	0	0	7354	5430	5850	0	0	4903	5404	0	0	15915	9004	0	0	0	0	0	2129.9	3804.14863691262	51.6744282963911	7.99306633349169e-08	6.0587442807867e-05	4.12159474883449e-07
Teichuronic_acid_biosynthesis	8377	7102	7444	8043	5571	7303	0	18383	10517	20775	0	0	0	0	0	0	19073	20380	7150	7660	16395	16662	20473	0	24483	21667	0	0	7287	0	7295	8491.5	8342.91187382935	51.5297710301956	8.20269012290496e-08	6.21763911316196e-05	4.20110750889321e-07
Vibrio_Polysaccharide_(VPS)_Biosynthesis	21061	19105	20864	21269	18450	12207	9957	0	0	0	9152	13530	16515	6597	8910	0	0	0	16632	24417	0	0	0	8284	0	0	14900	7225	17075	14132	9031	9342.73333333333	8378.11228402187	50.4762414322877	9.91918394242224e-08	7.51874142835606e-05	5.04613518681615e-07
DNA_structural_proteins,_bacterial	19413	30957	31211	18066	34661	33048	7190	0	16597	1548	10147	17902	33217	10656	22689	0	1804	0	26981	19906	0	0	0	22537	0	0	10718	12980	15653	10460	11849	13611.3666666667	11932.3777596442	49.8430177417147	1.11332840218156e-07	8.43902928853625e-05	5.62601952569083e-07
MukBEF_Chromosome_Condensation	16215	28048	28710	17104	33248	31669	5516	21	15267	574	10147	16961	30526	9894	21245	0	1142	0	24045	18882	6	0	0	21003	0	0	9238	12149	13100	8933	11148	12454.7666666667	11169.799413762	46.7103223331977	2.00006615372319e-07	0.000151605014452218	1.00400671822661e-06
D-gluconate_and_ketogluconates_metabolism	18997	22663	16208	15459	18230	22660	12539	0	12806	0	14580	20616	27137	11410	12773	0	18556	0	14208	16405	0	0	0	21743	0	0	7003	11366	17190	6806	12789.5	11311.8333333333	8670.10203210587	44.7824567590812	2.90490650216319e-07	0.000220191912863969	1.44863100568401e-06
Translation_elongation_factors_eukaryotic_and_archaeal	10257	9166	8666	9410	9397	10578	10360	5151	9812	4877	11081	16181	18470	6485	9601	0	4821	6267	10340	10008	3976	4957	0	8618	3834	0	8379	9171	8669	8096	8667.5	7887.6	4129.39847502239	44.5498103949695	3.04082027470369e-07	0.000230494176822539	1.50649788772902e-06
Photorespiration_(oxidative_C2_cycle)	86287	79897	71521	66667	67372	88427	77429	0	0	0	54833	85545	142867	42198	56195	55579	0	0	75423	74123	0	0	0	78318	0	0	45070	57374	75476	44006	55887	47486.9	38563.9064575351	44.0626094908947	3.34804774603307e-07	0.000253782019149307	1.64793518928121e-06
CBSS-224911.1.peg.435	2334	2758	3125	2057	2369	2853	2423	0	2413	0	2340	0	5741	1545	3112	0	0	0	1980	2207	0	0	0	2741	0	0	1112	1933	2070	1165	1956.5	1542.6	1420.70353140194	43.7595124460668	3.55585580396033e-07	0.000269533869940193	1.73892819316254e-06
DNA_repair,_bacterial_UmuCD_system	21269	23939	22073	19303	22103	25870	19683	10058	19794	8914	19910	32114	35473	12987	17848	10755	10058	12613	26558	21236	6489	8554	9264	14786	8143	9523	17120	17232	18282	16364	17540	17277.1666666667	7244.85510710797	43.0158862868004	4.12660989394459e-07	0.000312797029961	2.00510916641667e-06
Competence_or_DNA_damage-inducible_protein_CinA_and_related_protein_families	53136	49182	42561	45550	54252	45810	34049	17990	36598	17302	32400	47862	71654	19337	35266	21060	0	22206	56407	42444	14086	16911	17138	36917	0	17603	32104	25821	45290	29914	33224.5	32695	16948.0017355317	42.1365649356838	4.93114691227304e-07	0.000373780935950296	2.38077029267705e-06
DNA_replication_cluster_1	95007	93811	86526	75730	85694	99108	55152	0	0	0	35589	53413	101983	0	32412	0	0	0	99415	80189	0	0	0	72712	0	0	59507	30279	78149	58210	44501	43096.2	40113.0135048637	41.4851434434643	5.63511827560629e-07	0.000427141965290957	2.70343016006934e-06
DNA_gyrase_subunits	85957	83247	75117	83222	76930	91710	80411	43551	80547	37973	83221	129371	142138	54129	73615	44548	41445	53001	89403	85622	27596	36685	0	60870	26973	37139	65321	68571	72256	63999	70413.5	66485.6	29451.0869158362	41.1818263184366	5.99901964834508e-07	0.000454725689344557	2.85990999587772e-06
Cold_shock,_CspA_family_of_proteins	1766	1923	1958	1110	2086	2057	1937	2	1607	0	2097	1887	4067	1201	2124	30	1781	0	1675	1708	43	46	0	1327	22	0	1301	1656	1551	516	1579	1249.26666666667	986.109839770375	40.9879778401074	6.24473152914473e-07	0.000473350649909171	2.95844156193232e-06
Beta-lactamase_cluster_in_Streptococcus	63723	56257	50536	52912	64082	65973	32165	22974	52587	22874	31179	52823	61999	30503	39056	21803	22698	29239	70363	57635	18567	18683	18979	41944	22174	17535	36423	29568	51469	35903	36163	39754.2	17028.2115921663	40.4566594384366	6.97522615736815e-07	0.000528722142728506	3.28398846415221e-06
Serine_Biosynthesis	29437	41650	41872	27376	39064	45459	21241	0	29988	22973	21021	31888	39269	17654	20588	0	25233	0	45666	28276	0	0	0	27100	0	0	16106	17886	33884	15652	22107	21309.4333333333	15443.6797801099	40.2292957842753	7.31536062421131e-07	0.000554504335315217	3.42286626737789e-06
Aromatic_amino_acid_degradation	10937	7504	10122	8661	9215	9514	3893	0	9999	0	9283	12698	14468	6419	5258	8197	5780	0	11176	10843	0	0	0	6609	0	0	4260	7404	8906	3959	7006.5	6170.16666666667	4480.34192878742	39.7785666100493	8.0433846943304e-07	0.000609688559830245	3.74042061245549e-06
Trehalose_Biosynthesis	47652	45564	25485	40479	39712	52396	30557	0	28552	0	45053	65622	80339	18406	25495	0	39095	0	45396	44060	0	0	0	26881	0	0	23245	34222	41879	22942	27716.5	27434.4	22089.681527184	39.7371783956872	8.11402864769295e-07	0.000615043371495126	3.75026446033613e-06
Staphylococcal_accessory_gene_regulator_system	5765	7027	7826	6090	5947	6208	5222	0	0	0	1637	2353	10729	3987	5110	0	0	0	8134	5281	0	0	0	6567	0	0	5664	0	6092	5458	4548.5	3503.23333333333	3298.06626398094	39.2424610757618	9.0119309898457e-07	0.000683104369030304	4.14002647897154e-06
V-Type_ATP_synthase	23735	17346	9350	16610	21655	22301	15207	0	14483	0	0	0	30526	11677	11199	0	0	0	25607	17407	0	0	0	6795	0	0	14025	19486	18664	13684	11438	10325.2333333333	9732.67037348181	39.0084197168877	9.47333297306178e-07	0.000718078639358083	4.32577493589207e-06
Staphylococcal_pathogenicity_islands_SaPI	84159	80692	74718	63453	74164	88215	64772	35729	81078	33416	63550	95023	125270	33945	66178	39018	33488	43529	88399	79838	26070	31464	31889	64808	25548	31583	52161	50881	70984	52058	63501.5	59536	24862.4001892901	38.9128766020426	9.66891790562503e-07	0.000732903977246377	4.38864657033759e-06
Type_VI_secretion_systems	60375	55019	44656	50633	53421	61323	54127	29279	55294	24573	53753	78556	103223	29134	55318	31878	29645	35511	56513	53061	0	0	0	43943	0	0	34797	42338	53098	34235	44299.5	40790.1	24277.8357700869	38.616323561588	1.03040714632923e-06	0.000781048616917555	4.64909891022354e-06
At5g48545_and_At3g56490_At1g31160	3940	5227	3182	4296	3552	4864	2364	0	1733	0	0	0	4621	2651	1456	0	0	0	6358	2994	0	0	0	4407	0	0	3661	2005	4081	3542	2184.5	2164.46666666667	2048.37928757033	38.2768463353284	1.10865489999811e-06	0.000840360414198568	4.95558631756473e-06
Pterin_metabolism	10121	9506	8713	8280	7684	9444	7749	0	0	4923	8624	12405	18294	5642	9101	0	4998	0	9574	9437	4638	0	0	8038	0	0	7170	7615	8856	7094	7649.5	6263.53333333333	4550.07279012131	38.2653612337169	1.11141117940106e-06	0.000842449673986004	4.95558631756473e-06
Ribosome_SSU_bacterial	148026	134040	126821	136906	138633	152222	141681	78728	141035	74057	131496	201034	254208	83087	131052	0	69844	96650	148231	131163	63299	78918	0	119733	61077	0	108209	121268	126217	101872	123742.5	109983.566666667	54670.6203137975	38.1432575930652	1.1411731651013e-06	0.000865009259146783	5.05853367922095e-06
